GS.WDT.2008183000000.BHE[115335, 117675]
XX.YGD.2008189000000.BHE[4102725, 4104645]
XX.YGD.2008189000000.BHE[4232635, 4234525]
XX.YGD.2008189000000.BHE[4247760, 4249710]
XX.YGD.2008189000000.BHE[4256030, 4257260]
XX.YGD.2008189000000.BHE[4314900, 4316700]
XX.YGD.2008189000000.BHE[4389715, 4392685]
XX.YGD.2008189000000.BHE[4467475, 4468885]
XX.YGD.2008189000000.BHE[4470790, 4472200]
XX.YGD.2008189000000.BHE[4504650, 4506540]
XX.YGD.2008189000000.BHE[4509885, 4511715]
XX.YGD.2008189000000.BHE[4816990, 4819090]
XX.YGD.2008189000000.BHE[4877605, 4879525]
XX.YGD.2008189000000.BHE[4911600, 4913430]
XX.YGD.2008189000000.BHE[4915220, 4916750]
XX.YGD.2008189000000.BHE[4927375, 4929325]
XX.YGD.2008189000000.BHE[4955390, 4956560]
XX.YGD.2008189000000.BHE[4978335, 4981065]
XX.YGD.2008189000000.BHE[4986170, 4987340]
XX.YGD.2008189000000.BHE[4992330, 4993890]
XX.YGD.2008189000000.BHE[5119145, 5120315]
XX.YGD.2008189000000.BHE[5134180, 5137030]
XX.YGD.2008189000000.BHE[5286575, 5287805]
XX.YGD.2008189000000.BHE[5290555, 5292235]
XX.YGD.2008189000000.BHE[5467765, 5469175]
XX.YGD.2008189000000.BHE[5484350, 5485760]
XX.YGD.2008189000000.BHE[5507750, 5509880]
XX.YGD.2008189000000.BHE[5599205, 5601665]
XX.YGD.2008189000000.BHE[5680730, 5682290]
XX.YGD.2008189000000.BHE[5820770, 5821940]
XX.YGD.2008189000000.BHE[5848380, 5850060]
XX.YGD.2008189000000.BHE[5850120, 5852880]
XX.YGD.2008189000000.BHE[6094110, 6096420]
XX.YGD.2008189000000.BHE[6127180, 6129040]
XX.YGD.2008189000000.BHE[6180605, 6181895]
XX.YGD.2008189000000.BHE[6192235, 6193825]
XX.YGD.2008189000000.BHE[6301600, 6303400]
XX.YGD.2008189000000.BHE[6379570, 6381730]
XX.YGD.2008189000000.BHE[6463320, 6465870]
XX.YGD.2008189000000.BHE[6534355, 6536425]
XX.YGD.2008189000000.BHE[6608060, 6609620]
XX.YGD.2008189000000.BHE[6645400, 6647080]
XX.YGD.2008189000000.BHE[6690405, 6692625]
XX.YGD.2008189000000.BHE[6716705, 6718115]
XX.YGD.2008189000000.BHE[6811110, 6813000]
XX.YGD.2008189000000.BHE[6976825, 6979795]
XX.YGD.2008189000000.BHE[6987155, 6988865]
XX.YGD.2008189000000.BHE[7043650, 7046800]
XX.YGD.2008189000000.BHE[7207175, 7209305]
XX.YGD.2008189000000.BHE[7360230, 7361850]
XX.YGD.2008189000000.BHE[7366045, 7367515]
XX.YGD.2008189000000.BHE[7369060, 7370980]
XX.YGD.2008189000000.BHE[7455515, 7456745]
XX.YGD.2008189000000.BHE[7476080, 7477370]
XX.YGD.2008189000000.BHE[7494055, 7495525]
XX.YGD.2008189000000.BHE[7531205, 7532675]
XX.YGD.2008189000000.BHE[7639295, 7640645]
XX.YGD.2008189000000.BHE[7755255, 7757115]
XX.YGD.2008189000000.BHE[7780440, 7782150]
XX.YGD.2008189000000.BHE[7799315, 7800965]
XX.YGD.2008189000000.BHE[7814120, 7815530]
XX.YGD.2008189000000.BHE[8021675, 8022905]
XX.YGD.2008189000000.BHE[8022915, 8024475]
XX.YGD.2008189000000.BHE[8028200, 8029640]
XX.YGD.2008189000000.BHE[8164050, 8165250]
XX.YGD.2008189000000.BHE[8175985, 8177665]
XX.YGD.2008189000000.BHE[8219905, 8224225]
XX.YGD.2008189000000.BHE[8226500, 8228000]
XX.YGD.2008189000000.BHE[8233100, 8234630]
XX.YGD.2008189000000.BHE[8245275, 8246685]
XX.YGD.2008189000000.BHE[8325130, 8326330]
XX.YGD.2008189000000.BHE[8332140, 8334240]
XX.YGD.2008189000000.BHE[8391130, 8392300]
XX.YGD.2008189000000.BHE[8411065, 8414455]
XX.YGD.2008189000000.BHE[8437495, 8439055]
XX.YGD.2008189000000.BHE[8453815, 8455105]
XX.YGD.2008189000000.BHE[8468895, 8471715]
XX.YGD.2008189000000.BHE[8472415, 8473735]
XX.YGD.2008189000000.BHE[8506985, 8508485]
XX.YGD.2008189000000.BHE[8517185, 8518655]
XX.YGD.2008189000000.BHE[8528460, 8529870]
XX.YGD.2008189000000.BHE[8533535, 8534795]
XX.YGD.2008189000000.BHE[8538035, 8540375]
XX.YGD.2008189000000.BHE[8560145, 8561405]
XX.YGD.2008189000000.BHE[8578975, 8580835]
XX.YGD.2008189000000.BHE[8603390, 8604740]
XX.YGD.2008189000000.BHE[8637415, 8639485]
XX.YGD.2008196000000.BHZ[107115, 108285]
XX.YGD.2008196000000.BHZ[155980, 159340]
XX.YGD.2008196000000.BHZ[189265, 190735]
XX.YGD.2008196000000.BHZ[303205, 304615]
XX.YGD.2008196000000.BHZ[708240, 711180]
XX.YGD.2008196000000.BHZ[851650, 855340]
XX.YGD.2008196000000.BHZ[882450, 884340]
XX.YGD.2008196000000.BHZ[942920, 946190]
XX.YGD.2008196000000.BHZ[976715, 979325]
XX.YGD.2008196000000.BHZ[1095890, 1097060]
XX.YGD.2008196000000.BHZ[1140220, 1141480]
XX.YGD.2008196000000.BHZ[1690370, 1697810]
XX.YGD.2008196000000.BHZ[2050460, 2052200]
XX.YGD.2008196000000.BHZ[2365500, 2367360]
XX.YGD.2008196000000.BHZ[2375040, 2376960]
XX.YGD.2008196000000.BHZ[2427835, 2429485]
XX.YGD.2008196000000.BHZ[2573010, 2576370]
XX.YGD.2008196000000.BHZ[3239520, 3241470]
XX.YGD.2008196000000.BHZ[4283850, 4285170]
XX.YGD.2008196000000.BHZ[5064105, 5065815]
XX.YGD.2008196000000.BHZ[7201020, 7204110]
XX.YGD.2008196000000.BHZ[7983985, 7985485]
XX.YGD.2008196000000.BHZ[8476700, 8478140]
XX.XCO.2008205000000.BHE[1588360, 1590730]
XX.XCO.2008205000000.BHE[4199255, 4202915]
XX.XCO.2008205000000.BHE[4415480, 4417130]
XX.XCO.2008205000000.BHE[5593090, 5599030]
XX.XCO.2008205000000.BHE[5598490, 5602030]
XX.XCO.2008205000000.BHE[5603660, 5605460]
XX.XCO.2008205000000.BHE[6318695, 6321605]
XX.XCO.2008205000000.BHE[6892570, 6894970]
XX.XCO.2008205000000.BHE[7199310, 7223070]
XX.XCO.2008205000000.BHE[7841260, 7843150]
XX.XCO.2008205000000.BHE[8259355, 8261245]
XX.XCO.2008205000000.BHE[8565805, 8567455]
XX.XJI.2008189000000.BHZ[690085, 691615]
XX.XJI.2008189000000.BHZ[1076420, 1080260]
XX.XJI.2008189000000.BHZ[3868860, 3870510]
XX.XJI.2008189000000.BHZ[5465045, 5468735]
XX.XJI.2008189000000.BHZ[8183580, 8186580]
XX.YZP.2008196000000.BHN[857000, 858740]
XX.YZP.2008196000000.BHN[948035, 949655]
XX.YZP.2008196000000.BHN[1259435, 1260665]
XX.YZP.2008196000000.BHN[2005890, 2007180]
XX.YZP.2008196000000.BHN[2007125, 2008925]
XX.YZP.2008196000000.BHN[2046945, 2050275]
XX.YZP.2008196000000.BHN[2049840, 2052690]
XX.YZP.2008196000000.BHN[2722210, 2723950]
XX.YZP.2008196000000.BHN[3367130, 3369620]
XX.YZP.2008196000000.BHN[4633980, 4635300]
XX.YZP.2008196000000.BHN[6083920, 6087070]
XX.YZP.2008196000000.BHN[6137700, 6139350]
XX.YZP.2008196000000.BHN[6210530, 6212540]
XX.YZP.2008196000000.BHN[6391575, 6393015]
XX.YZP.2008196000000.BHN[7054050, 7056840]
XX.YZP.2008196000000.BHN[8634215, 8635865]
XX.YGD.2008210000000.BHE[3960, 5760]
XX.YGD.2008210000000.BHE[5600, 7100]
XX.YGD.2008210000000.BHE[72935, 74165]
XX.YGD.2008210000000.BHE[78820, 80110]
XX.YGD.2008210000000.BHE[104245, 105565]
XX.YGD.2008210000000.BHE[108440, 109700]
XX.YGD.2008210000000.BHE[209495, 211655]
XX.YGD.2008210000000.BHE[217660, 223150]
XX.YGD.2008210000000.BHE[228810, 230610]
XX.YGD.2008210000000.BHE[251595, 253185]
XX.YGD.2008210000000.BHE[267240, 270300]
XX.YGD.2008210000000.BHE[271280, 272630]
XX.YGD.2008210000000.BHE[272515, 277495]
XX.YGD.2008210000000.BHE[302700, 304470]
XX.YGD.2008210000000.BHE[304025, 306995]
XX.YGD.2008210000000.BHE[316700, 318860]
XX.YGD.2008210000000.BHE[318570, 320550]
XX.YGD.2008210000000.BHE[319930, 324130]
XX.YGD.2008210000000.BHE[341410, 343090]
XX.YGD.2008210000000.BHE[342500, 346820]
XX.YGD.2008210000000.BHE[358170, 359730]
XX.YGD.2008210000000.BHE[364650, 366060]
XX.YGD.2008210000000.BHE[365680, 368260]
XX.YGD.2008210000000.BHE[368075, 369425]
XX.YGD.2008210000000.BHE[386285, 388025]
XX.YGD.2008210000000.BHE[397660, 398920]
XX.YGD.2008210000000.BHE[408585, 409905]
XX.YGD.2008210000000.BHE[417655, 419065]
XX.YGD.2008210000000.BHE[434560, 437170]
XX.YGD.2008210000000.BHE[442175, 443465]
XX.YGD.2008210000000.BHE[442940, 447860]
XX.YGD.2008210000000.BHE[448935, 451875]
XX.YGD.2008210000000.BHE[453735, 455175]
XX.YGD.2008210000000.BHE[460385, 461555]
XX.YGD.2008210000000.BHE[467305, 468985]
XX.YGD.2008210000000.BHE[468475, 471955]
XX.YGD.2008210000000.BHE[472650, 474510]
XX.YGD.2008210000000.BHE[479470, 482080]
XX.YGD.2008210000000.BHE[488390, 490280]
XX.YGD.2008210000000.BHE[490630, 492370]
XX.YGD.2008210000000.BHE[495555, 497775]
XX.YGD.2008210000000.BHE[503705, 505655]
XX.YGD.2008210000000.BHE[510330, 511920]
XX.YGD.2008210000000.BHE[523870, 525700]
XX.YGD.2008210000000.BHE[536525, 538595]
XX.YGD.2008210000000.BHE[548710, 550270]
XX.YGD.2008210000000.BHE[561810, 565320]
XX.YGD.2008210000000.BHE[568370, 570500]
XX.YGD.2008210000000.BHE[635090, 636530]
XX.YGD.2008210000000.BHE[648090, 650490]
XX.YGD.2008210000000.BHE[653355, 655365]
XX.YGD.2008210000000.BHE[654800, 658460]
XX.YGD.2008210000000.BHE[668645, 669995]
XX.YGD.2008210000000.BHE[681305, 682505]
XX.YGD.2008210000000.BHE[690320, 695480]
XX.YGD.2008210000000.BHE[717155, 718445]
XX.YGD.2008210000000.BHE[726570, 728850]
XX.YGD.2008210000000.BHE[735915, 741135]
XX.YGD.2008210000000.BHE[797320, 800350]
XX.YGD.2008210000000.BHE[800280, 802950]
XX.YGD.2008210000000.BHE[821860, 823270]
XX.YGD.2008210000000.BHE[834055, 835765]
XX.YGD.2008210000000.BHE[852225, 854925]
XX.YGD.2008210000000.BHE[854740, 856060]
XX.YGD.2008210000000.BHE[863095, 864265]
XX.YGD.2008210000000.BHE[864875, 867245]
XX.YGD.2008210000000.BHE[871355, 872975]
XX.YGD.2008210000000.BHE[877155, 879315]
XX.YGD.2008210000000.BHE[897320, 899120]
XX.YGD.2008210000000.BHE[922295, 924635]
XX.YGD.2008210000000.BHE[925965, 928035]
XX.YGD.2008210000000.BHE[931570, 933040]
XX.YGD.2008210000000.BHE[973160, 975350]
XX.YGD.2008210000000.BHE[994105, 996025]
XX.YGD.2008210000000.BHE[995845, 997225]
XX.YGD.2008210000000.BHE[1003115, 1005065]
XX.YGD.2008210000000.BHE[1011460, 1012900]
XX.YGD.2008210000000.BHE[1034245, 1035475]
XX.YGD.2008210000000.BHE[1035255, 1036875]
XX.YGD.2008210000000.BHE[1052825, 1054325]
XX.YGD.2008210000000.BHE[1090490, 1093130]
XX.YGD.2008210000000.BHE[1092860, 1094780]
XX.YGD.2008210000000.BHE[1095355, 1096585]
XX.YGD.2008210000000.BHE[1131300, 1132500]
XX.YGD.2008210000000.BHE[1160675, 1162265]
XX.YGD.2008210000000.BHE[1171925, 1173155]
XX.YGD.2008210000000.BHE[1182495, 1184055]
XX.YGD.2008210000000.BHE[1189260, 1192140]
XX.YGD.2008210000000.BHE[1191955, 1193815]
XX.YGD.2008210000000.BHE[1211305, 1214695]
XX.YGD.2008210000000.BHE[1218870, 1220430]
XX.YGD.2008210000000.BHE[1240555, 1242415]
XX.YGD.2008210000000.BHE[1265885, 1270055]
XX.YGD.2008210000000.BHE[1270690, 1272370]
XX.YGD.2008210000000.BHE[1289080, 1290490]
XX.YGD.2008210000000.BHE[1295225, 1298435]
XX.YGD.2008210000000.BHE[1314650, 1319300]
XX.YGD.2008210000000.BHE[1323290, 1325120]
XX.YGD.2008210000000.BHE[1324505, 1328375]
XX.YGD.2008210000000.BHE[1341900, 1343730]
XX.YGD.2008210000000.BHE[1433565, 1436205]
XX.YGD.2008210000000.BHE[1470995, 1472585]
XX.YGD.2008210000000.BHE[1475040, 1477530]
XX.YGD.2008210000000.BHE[1484640, 1486020]
XX.YGD.2008210000000.BHE[1496530, 1497730]
XX.YGD.2008210000000.BHE[1510880, 1513040]
XX.YGD.2008210000000.BHE[1516505, 1517675]
XX.YGD.2008210000000.BHE[1517225, 1520105]
XX.YGD.2008210000000.BHE[1527385, 1529155]
XX.YGD.2008210000000.BHE[1531465, 1536205]
XX.YGD.2008210000000.BHE[1535680, 1539250]
XX.YGD.2008210000000.BHE[1539345, 1541385]
XX.YGD.2008210000000.BHE[1577885, 1588265]
XX.YGD.2008210000000.BHE[1599765, 1602795]
XX.YGD.2008210000000.BHE[1632000, 1636920]
XX.YGD.2008210000000.BHE[1672690, 1674190]
XX.YGD.2008210000000.BHE[1682785, 1684825]
XX.YGD.2008210000000.BHE[1704995, 1707425]
XX.YGD.2008210000000.BHE[1716970, 1718500]
XX.YGD.2008210000000.BHE[1731585, 1732875]
XX.YGD.2008210000000.BHE[1753140, 1754880]
XX.YGD.2008210000000.BHE[1785415, 1788805]
XX.YGD.2008210000000.BHE[1837855, 1839265]
XX.YGD.2008210000000.BHE[1908740, 1912550]
XX.YGD.2008210000000.BHE[1921870, 1923040]
XX.YGD.2008210000000.BHE[1923870, 1925790]
XX.YGD.2008210000000.BHE[1933515, 1934865]
XX.YGD.2008210000000.BHE[1949325, 1950735]
XX.YGD.2008210000000.BHE[1983560, 1984940]
XX.YGD.2008210000000.BHE[2047055, 2050175]
XX.YGD.2008210000000.BHE[2064455, 2065655]
XX.YGD.2008210000000.BHE[2092195, 2094055]
XX.YGD.2008210000000.BHE[2105365, 2106835]
XX.YGD.2008210000000.BHE[2106675, 2107905]
XX.YGD.2008210000000.BHE[2122595, 2125055]
XX.YGD.2008210000000.BHE[2147555, 2148935]
XX.YGD.2008210000000.BHE[2179235, 2181305]
XX.YGD.2008210000000.BHE[2219540, 2221760]
XX.YGD.2008210000000.BHE[2230255, 2232415]
XX.YGD.2008210000000.BHE[2275790, 2278670]
XX.YGD.2008210000000.BHE[2371290, 2374290]
XX.YGD.2008210000000.BHE[2384730, 2387520]
XX.YGD.2008210000000.BHE[2403900, 2406180]
XX.YGD.2008210000000.BHE[2408075, 2409575]
XX.YGD.2008210000000.BHE[2411660, 2413460]
XX.YGD.2008210000000.BHE[2456370, 2460660]
XX.YGD.2008210000000.BHE[2460475, 2461795]
XX.YGD.2008210000000.BHE[2461635, 2463285]
XX.YGD.2008210000000.BHE[2537930, 2539370]
XX.YGD.2008210000000.BHE[2547200, 2549300]
XX.YGD.2008210000000.BHE[2625785, 2627255]
XX.YGD.2008210000000.BHE[2654515, 2658115]
XX.YGD.2008210000000.BHE[2667265, 2669635]
XX.YGD.2008210000000.BHE[2689035, 2690295]
XX.YGD.2008210000000.BHE[2696175, 2697735]
XX.YGD.2008210000000.BHE[2704315, 2705545]
XX.YGD.2008210000000.BHE[2730970, 2733010]
XX.YGD.2008210000000.BHE[2737420, 2741590]
XX.YGD.2008210000000.BHE[2805370, 2807560]
XX.YGD.2008210000000.BHE[2811920, 2813240]
XX.YGD.2008210000000.BHE[2876665, 2879305]
XX.YGD.2008210000000.BHE[2910525, 2911875]
XX.YGD.2008210000000.BHE[2913015, 2914935]
XX.YGD.2008210000000.BHE[2939600, 2941280]
XX.YGD.2008210000000.BHE[2955920, 2960450]
XX.YGD.2008210000000.BHE[3063005, 3064505]
XX.YGD.2008210000000.BHE[3146235, 3147825]
XX.YGD.2008210000000.BHE[3190680, 3192420]
XX.YGD.2008210000000.BHE[3204745, 3206155]
XX.YGD.2008210000000.BHE[3223875, 3225225]
XX.YGD.2008210000000.BHE[3239325, 3240495]
XX.YGD.2008210000000.BHE[3313770, 3315390]
XX.YGD.2008210000000.BHE[3315900, 3317100]
XX.YGD.2008210000000.BHE[3331020, 3333150]
XX.YGD.2008210000000.BHE[3345860, 3347060]
XX.YGD.2008210000000.BHE[3369800, 3371420]
XX.YGD.2008210000000.BHE[3453245, 3455525]
XX.YGD.2008210000000.BHE[3527800, 3529270]
XX.YGD.2008210000000.BHE[3533295, 3535035]
XX.YGD.2008210000000.BHE[3656590, 3658330]
XX.YGD.2008210000000.BHE[3683910, 3686010]
XX.YGD.2008210000000.BHE[3804975, 3809085]
XX.YGD.2008210000000.BHE[3883125, 3884565]
XX.YGD.2008210000000.BHE[3884165, 3887255]
XX.YGD.2008210000000.BHE[3916800, 3918840]
XX.YGD.2008210000000.BHE[3984005, 3985235]
XX.YGD.2008210000000.BHE[4115435, 4116785]
XX.YGD.2008210000000.BHE[4166925, 4169355]
XX.YGD.2008210000000.BHE[4324135, 4325515]
XX.YGD.2008210000000.BHE[4412630, 4413860]
XX.YGD.2008210000000.BHE[4489310, 4490780]
XX.YGD.2008210000000.BHE[4490990, 4493690]
XX.YGD.2008210000000.BHE[4613665, 4616095]
XX.YGD.2008210000000.BHE[5057225, 5059025]
XX.YGD.2008210000000.BHE[5601870, 5605920]
XX.YGD.2008210000000.BHE[5605730, 5607080]
XX.YGD.2008210000000.BHE[5704060, 5706700]
XX.YGD.2008210000000.BHE[5730495, 5734305]
XX.YGD.2008210000000.BHE[5758590, 5760600]
XX.YGD.2008210000000.BHE[5778910, 5781040]
XX.YGD.2008210000000.BHE[5785480, 5786890]
XX.YGD.2008210000000.BHE[5802290, 5804150]
XX.YGD.2008210000000.BHE[5809775, 5811755]
XX.YGD.2008210000000.BHE[5810695, 5817325]
XX.YGD.2008210000000.BHE[5824440, 5827320]
XX.YGD.2008210000000.BHE[5826685, 5831395]
XX.YGD.2008210000000.BHE[5831535, 5833155]
XX.YGD.2008210000000.BHE[5844155, 5846975]
XX.YGD.2008210000000.BHE[5851840, 5853130]
XX.YGD.2008210000000.BHE[5852865, 5856345]
XX.YGD.2008210000000.BHE[5862645, 5866215]
XX.YGD.2008210000000.BHE[5883155, 5885375]
XX.YGD.2008210000000.BHE[5898325, 5901025]
XX.YGD.2008210000000.BHE[5921685, 5923005]
XX.YGD.2008210000000.BHE[5922710, 5924780]
XX.YGD.2008210000000.BHE[5940185, 5946095]
XX.YGD.2008210000000.BHE[5948315, 5950595]
XX.YGD.2008210000000.BHE[6040740, 6042660]
XX.YGD.2008210000000.BHE[6081045, 6082695]
XX.YGD.2008210000000.BHE[6156480, 6158880]
XX.YGD.2008210000000.BHE[6267535, 6269605]
XX.YGD.2008210000000.BHE[6551875, 6553135]
XX.YGD.2008210000000.BHE[7534275, 7535685]
XX.YGD.2008210000000.BHE[7611350, 7613900]
XX.YGD.2008210000000.BHE[7847020, 7848370]
XX.YGD.2008210000000.BHE[7848800, 7850210]
XX.YGD.2008210000000.BHE[7896565, 7897765]
XX.YGD.2008210000000.BHE[7953730, 7955980]
XX.YGD.2008210000000.BHE[7964915, 7966115]
XX.YGD.2008210000000.BHE[8073435, 8075925]
XX.YGD.2008210000000.BHE[8098725, 8099925]
XX.YGD.2008210000000.BHE[8099460, 8102490]
XX.YGD.2008210000000.BHE[8181515, 8182685]
XX.YGD.2008210000000.BHE[8186490, 8187660]
XX.YGD.2008210000000.BHE[8242250, 8244080]
XX.YGD.2008210000000.BHE[8292675, 8294055]
XX.YGD.2008210000000.BHE[8316280, 8318620]
XX.YGD.2008210000000.BHE[8320090, 8321890]
XX.YGD.2008210000000.BHE[8358815, 8360375]
XX.YGD.2008210000000.BHE[8361450, 8362650]
XX.YGD.2008210000000.BHE[8482065, 8483325]
XX.YGD.2008210000000.BHE[8487350, 8488850]
XX.YGD.2008210000000.BHE[8508095, 8509955]
XX.YGD.2008210000000.BHE[8548675, 8550955]
XX.YGD.2008210000000.BHE[8565605, 8568845]
XX.YGD.2008210000000.BHE[8610720, 8612460]
XX.YGD.2008210000000.BHE[8614135, 8616025]
XX.YGD.2008210000000.BHE[8629875, 8631765]
XX.YGD.2008210000000.BHE[8634255, 8635575]
XX.XJI.2008205000000.BHE[2178845, 2182325]
XX.XJI.2008205000000.BHE[2574585, 2579205]
XX.XJI.2008205000000.BHE[3413805, 3416445]
XX.XJI.2008205000000.BHE[5595870, 5600850]
XX.XJI.2008205000000.BHE[6885465, 6886665]
XX.XJI.2008205000000.BHE[7196480, 7198040]
XX.XJI.2008205000000.BHE[7197590, 7200590]
XX.XJI.2008205000000.BHE[7200525, 7201725]
XX.XJI.2008205000000.BHE[7203145, 7204735]
XX.XJI.2008205000000.BHE[7742630, 7744640]
XX.XCO.2008197000000.BHZ[175865, 180245]
XX.XCO.2008197000000.BHZ[1624450, 1631440]
XX.XCO.2008197000000.BHZ[5844670, 5848240]
XX.XCO.2008197000000.BHZ[5860225, 5862235]
XX.YZP.2008188000000.BHZ[628490, 630500]
XX.YZP.2008188000000.BHZ[770290, 772060]
XX.YZP.2008188000000.BHZ[3368040, 3370290]
XX.YZP.2008188000000.BHZ[3775765, 3778825]
XX.YZP.2008188000000.BHZ[4997780, 4999610]
XX.YZP.2008188000000.BHZ[6780220, 6782500]
XX.YZP.2008210000000.BHN[494845, 497095]
XX.YZP.2008210000000.BHN[820650, 822300]
XX.YZP.2008210000000.BHN[1486170, 1487430]
XX.YZP.2008210000000.BHN[3152975, 3155735]
XX.YZP.2008210000000.BHN[4463865, 4467555]
XX.YZP.2008210000000.BHN[4944005, 4945265]
XX.YZP.2008210000000.BHN[5354795, 5356055]
XX.YZP.2008210000000.BHN[7662905, 7664225]
XX.YGD.2008204000000.BHE[48890, 50660]
XX.YGD.2008204000000.BHE[71285, 73475]
XX.YGD.2008204000000.BHE[78245, 79865]
XX.YGD.2008204000000.BHE[79650, 81210]
XX.YGD.2008204000000.BHE[93915, 95085]
XX.YGD.2008204000000.BHE[111325, 112585]
XX.YGD.2008204000000.BHE[114285, 118125]
XX.YGD.2008204000000.BHE[152990, 155300]
XX.YGD.2008204000000.BHE[157040, 160640]
XX.YGD.2008204000000.BHE[160270, 162730]
XX.YGD.2008204000000.BHE[163940, 165440]
XX.YGD.2008204000000.BHE[196205, 198365]
XX.YGD.2008204000000.BHE[201465, 203355]
XX.YGD.2008204000000.BHE[214205, 215705]
XX.YGD.2008204000000.BHE[270955, 272275]
XX.YGD.2008204000000.BHE[272060, 273590]
XX.YGD.2008204000000.BHE[273270, 275400]
XX.YGD.2008204000000.BHE[274285, 282295]
XX.YGD.2008204000000.BHE[298300, 301240]
XX.YGD.2008204000000.BHE[302535, 305265]
XX.YGD.2008204000000.BHE[304975, 306895]
XX.YGD.2008204000000.BHE[339185, 340505]
XX.YGD.2008204000000.BHE[340885, 343735]
XX.YGD.2008204000000.BHE[343300, 346210]
XX.YGD.2008204000000.BHE[373845, 375375]
XX.YGD.2008204000000.BHE[389685, 390915]
XX.YGD.2008204000000.BHE[390460, 393370]
XX.YGD.2008204000000.BHE[398865, 400635]
XX.YGD.2008204000000.BHE[410220, 411810]
XX.YGD.2008204000000.BHE[444830, 447620]
XX.YGD.2008204000000.BHE[450330, 451500]
XX.YGD.2008204000000.BHE[480695, 482135]
XX.YGD.2008204000000.BHE[482320, 484390]
XX.YGD.2008204000000.BHE[514730, 516680]
XX.YGD.2008204000000.BHE[546365, 548495]
XX.YGD.2008204000000.BHE[548175, 550395]
XX.YGD.2008204000000.BHE[575110, 576580]
XX.YGD.2008204000000.BHE[641830, 643240]
XX.YGD.2008204000000.BHE[653545, 655495]
XX.YGD.2008204000000.BHE[664935, 669255]
XX.YGD.2008204000000.BHE[685665, 688485]
XX.YGD.2008204000000.BHE[699635, 700865]
XX.YGD.2008204000000.BHE[703425, 705885]
XX.YGD.2008204000000.BHE[705510, 708630]
XX.YGD.2008204000000.BHE[715125, 716925]
XX.YGD.2008204000000.BHE[730285, 731875]
XX.YGD.2008204000000.BHE[731760, 732930]
XX.YGD.2008204000000.BHE[732705, 734355]
XX.YGD.2008204000000.BHE[747885, 750015]
XX.YGD.2008204000000.BHE[749740, 751600]
XX.YGD.2008204000000.BHE[755560, 758470]
XX.YGD.2008204000000.BHE[800020, 801190]
XX.YGD.2008204000000.BHE[801570, 802740]
XX.YGD.2008204000000.BHE[815775, 818385]
XX.YGD.2008204000000.BHE[819330, 821490]
XX.YGD.2008204000000.BHE[821900, 823100]
XX.YGD.2008204000000.BHE[854950, 856630]
XX.YGD.2008204000000.BHE[860615, 863195]
XX.YGD.2008204000000.BHE[904870, 906250]
XX.YGD.2008204000000.BHE[906505, 908125]
XX.YGD.2008204000000.BHE[908425, 910165]
XX.YGD.2008204000000.BHE[930750, 935160]
XX.YGD.2008204000000.BHE[953495, 954755]
XX.YGD.2008204000000.BHE[958110, 959700]
XX.YGD.2008204000000.BHE[998815, 1000615]
XX.YGD.2008204000000.BHE[1008870, 1011090]
XX.YGD.2008204000000.BHE[1098500, 1100360]
XX.YGD.2008204000000.BHE[1118200, 1119640]
XX.YGD.2008204000000.BHE[1140830, 1142870]
XX.YGD.2008204000000.BHE[1143395, 1176635]
XX.YGD.2008204000000.BHE[1170355, 1208215]
XX.YGD.2008204000000.BHE[1205800, 1223050]
XX.YGD.2008204000000.BHE[1235475, 1237755]
XX.YGD.2008204000000.BHE[1240250, 1244420]
XX.YGD.2008204000000.BHE[1251610, 1253140]
XX.YGD.2008204000000.BHE[1262395, 1263985]
XX.YGD.2008204000000.BHE[1303025, 1304765]
XX.YGD.2008204000000.BHE[1345450, 1346950]
XX.YGD.2008204000000.BHE[1349610, 1351470]
XX.YGD.2008204000000.BHE[1371480, 1373250]
XX.YGD.2008204000000.BHE[1387770, 1389060]
XX.YGD.2008204000000.BHE[1417295, 1422005]
XX.YGD.2008204000000.BHE[1421835, 1423125]
XX.YGD.2008204000000.BHE[1428965, 1430375]
XX.YGD.2008204000000.BHE[1436930, 1438340]
XX.YGD.2008204000000.BHE[1434730, 1516330]
XX.YGD.2008204000000.BHE[1517240, 1518920]
XX.YGD.2008204000000.BHE[1526140, 1527520]
XX.YGD.2008204000000.BHE[1532000, 1543100]
XX.YGD.2008204000000.BHE[1595505, 1599375]
XX.YGD.2008204000000.BHE[1601785, 1603135]
XX.YGD.2008204000000.BHE[1611725, 1615325]
XX.YGD.2008204000000.BHE[1647510, 1649970]
XX.YGD.2008204000000.BHE[1724240, 1725470]
XX.YGD.2008204000000.BHE[1725845, 1729745]
XX.YGD.2008204000000.BHE[1734800, 1736090]
XX.YGD.2008204000000.BHE[1737115, 1739005]
XX.YGD.2008204000000.BHE[1751270, 1753520]
XX.YGD.2008204000000.BHE[1758935, 1760105]
XX.YGD.2008204000000.BHE[1766015, 1768415]
XX.YGD.2008204000000.BHE[1807125, 1809345]
XX.YGD.2008204000000.BHE[1897470, 1899660]
XX.YGD.2008204000000.BHE[1968920, 1970570]
XX.YGD.2008204000000.BHE[1974270, 1977630]
XX.YGD.2008204000000.BHE[1993590, 1995390]
XX.YGD.2008204000000.BHE[2155345, 2156695]
XX.YGD.2008204000000.BHE[2158540, 2160730]
XX.YGD.2008204000000.BHE[2189805, 2191365]
